reference_x,reference_y
24.6468,45.6276
24.50437734268959,45.60470724870823
24.36505114891093,45.583018856696384
24.228793038817702,45.56248767113053
24.095574632563604,45.54306653917678
23.965367550302314,45.524708308001166
23.83814341218754,45.50736582476982
23.71387383837297,45.4909919366488
23.592522814867284,45.47553976930121
23.474022443945174,45.46096361152317
23.35829650543343,45.44721805571736
23.24526837605414,45.43425773126654
23.134851149897,45.42203821089565
23.026947042787945,45.410516065315846
22.921457748227176,45.39964791315708
22.818282508247677,45.3893907850991
22.717309874403853,45.37970350870851
22.61842548488524,45.37054540123876
22.521514899111054,45.36187583440178
22.426461519460197,45.35365567211095
22.333146378974725,45.345847417343904
22.241450389413533,45.33841365697982
22.151255212029312,45.33131754071935
22.062445921011896,45.324524781158836
21.974908561494793,45.31800182001068
21.888529414612837,45.311715166982985
21.803201724063342,45.30563333686762
21.718826674366788,45.29972713126044
21.63530588268899,45.29396747635082
21.552544477047128,45.28832598509973
21.470464281060927,45.2827775363613
21.38899207593851,45.27729797876324
21.30805515988316,45.271863244672105
21.227597275056425,45.26645192906329
21.14758163743786,45.26104578011633
21.067972590612385,45.25562672859286
20.988739752197617,45.250177311128446
20.909878934633618,45.244683073585385
20.831394067574912,45.23913049432085
20.753290080689418,45.23350621431635
20.675606299275245,45.22780247208793
20.598424346899996,45.22201838975938
20.521828446438285,45.21615351246492
20.445899853980716,45.2102053600207
20.37070443314158,45.2041609443459
20.29630307093387,45.19800388001076
20.222761259865873,45.19171884417989
20.150316961025055,45.185330348847906
20.07942839566721,45.17891377919695
20.01056813098082,45.17254783386936
19.944067699688077,45.16627285543901
19.879494133361938,45.15992127093063
19.81615663173848,45.153255386809946
19.75341205174414,45.14604973394454
19.692567652816223,45.13857925986476
19.637517684227667,45.13178265859081
19.592334760797613,45.126644387563914
19.55909263537881,45.12362722798329
19.528542100240657,45.12023881976004
19.487451522927596,45.112947443209876
19.422808631474837,45.09828232069384
19.33156565059175,45.07553768232918
19.22440301520815,45.04781714359174
19.113001974137447,45.01850203174177
19.007402517956347,44.99019124407186
18.90792642915525,44.96085075840638
18.811331849746384,44.92674767359908
18.71440741888875,44.884203626923195
18.61569510032542,44.83232964797946
18.516246190489298,44.77422890417108
18.417305205959654,44.713311959945
18.319956934195165,44.65254104861851
18.22429727430098,44.5921027704186
18.130044150093294,44.53112281640533
18.03691764052227,44.46873287319452
17.94479450869129,44.404501533508146
17.853784494840312,44.338647035430704
17.764016268034304,44.271440399150535
17.675607569210502,44.20312203039031
17.58860537749689,44.13373410009437
17.503028487499332,44.06323982203298
17.41889579487731,43.991602722295376
17.33623652829922,43.91881701261927
17.255095881394418,43.84492431544203
17.17552041515521,43.76997031382058
17.09755565076773,43.693998678679634
17.021240064980415,43.61703944923
16.946609211461073,43.539117008219826
16.873698620527367,43.4602557596824
16.802542903538168,43.380482724222176
16.733175196295463,43.299829123828495
16.6656285014966,43.21832655948236
16.59993521753933,43.136006657208476
16.53612345780085,43.05290122061349
16.47421948375574,42.969042130051506
16.414249513514,42.88446127963596
16.35623710500186,42.79919155756916
16.300201376361706,42.71326751116436
16.24616102427167,42.62672384523255
16.194133958051765,42.539595508623755
16.14413224099397,42.451919262145196
16.09616530559657,42.363732682009946
16.05024252739269,42.275073362358334
16.006369600011826,42.18598006104173
15.964545828720539,42.0964935550325
15.924769881088885,42.00665482285483
15.887039436731873,41.916505206871065
15.851344490842862,41.826088879416396
15.817671438718019,41.73545133857458
15.786006606123106,41.64463809979409
15.756331719308251,41.55369559772687
15.728620206435032,41.462671925380214
15.702844625274807,41.371615349707106
15.678976367227051,41.280575047541085
15.656977315224417,41.18960761322106
15.636804716258734,41.09877325755907
15.618415735184923,41.008132155889164
15.601762078255504,40.91773807360691
15.586785209765328,40.82763274916142
15.573425465935825,40.737856596325486
15.561621863557002,40.64845731370702
15.551302139887078,40.559544876382716
15.54238830994543,40.47126085301266
15.534802292872925,40.38374617166583
15.528459715340396,40.297032379656486
15.523263922567692,40.21093753827952
15.519116840228605,40.12525503314322
15.51591896952186,40.0398686417426
15.51355803434093,39.95547294180816
15.511915015399273,39.87319040817768
15.510870780088656,39.7941368522691
15.510298691254476,39.71792393863597
15.510056872061563,39.64110882105105
15.510001598248571,39.55987837104267
15.509998253605692,39.470877574258374
15.509997996435516,39.3750656777545
15.509999065612108,39.27576997344024
15.51000018793704,39.17633466867458
15.510000567786257,39.07884956483089
15.51000041882418,38.982753446852506
15.510000082966652,38.88714823204508
15.509999876024082,38.791204406760535
15.509999855521327,38.694770875091244
15.509999931564195,38.59808375481251
15.510000012703504,38.50138324811032
15.510000040700874,38.40482232500159
15.510000030378093,38.3083620543682
15.510000006283622,38.21193795680689
15.509999991202962,38.11549018356273
15.509999989583232,38.01900705357746
15.50999999498977,37.92250546803796
15.510000000854411,37.82600267873383
15.510000002916803,37.72950987607606
15.510000002202656,37.6330243667585
15.51000000047464,37.536541521829534
15.50999999937649,37.44005702454326
15.509999999250079,37.343569975038946
15.509999999634305,37.24708158101523
15.510000000056788,37.15059307976183
15.510000000206226,37.0541052898844
15.510000000155571,36.957618031222594
15.510000000033857,36.861130977857385
15.509999999961503,36.764643823381405
15.509999999959884,36.66815648624742
15.509999999986851,36.57166902905271
15.509999999999282,36.47518151675648
15.50999999997652,36.37869401460934
15.509999999953754,36.28220658858611
15.509999999974685,36.18571930477219
15.510000000074825,36.08923221076249
15.510000000190075,35.99274512956983
15.510000000189992,35.896257734607836
15.509999999943258,35.79976969742143
15.50999999947199,35.70328108415226
15.509999999195603,35.60679298271112
15.509999999596985,35.5103066442127
15.510000001059142,35.41382306049942
15.5100000026855,35.31733990146556
15.510000002693888,35.22085253792472
15.509999999287784,35.12435630341174
15.509999992722207,35.02785186111008
15.509999988789017,34.93135425815564
15.509999994204833,34.83488094406853
15.510000014387414,34.73844599396361
15.510000037181808,34.64201782920854
15.510000037798768,34.54553204740737
15.509999991204783,34.44892361154757
